parent	category	uri	wiki
	ru:сливки	/category/ru:%D1%81%D0%BB%D0%B8%D0%B2%D0%BA%D0%B8	
	fr:nature	/category/fr:nature	
	ru:зелёный-горошек	/category/ru:%D0%B7%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9-%D0%B3%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%BA	
	fr:filets-de-sardines-a-la-tomate	/category/fr:filets-de-sardines-a-la-tomate	
	fr:soupes-de-champignons	/category/fr:soupes-de-champignons	
	fr:compotes-pommes-noix-de-coco	/category/fr:compotes-pommes-noix-de-coco	
	fr:yaourt-bio	/category/fr:yaourt-bio	
	ru:хлебцы-хрустящие-сладкие	/category/ru:%D1%85%D0%BB%D0%B5%D0%B1%D1%86%D1%8B-%D1%85%D1%80%D1%83%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5-%D1%81%D0%BB%D0%B0%D0%B4%D0%BA%D0%B8%D0%B5	
	ru:хлебцы-хрустящие-сладкие-без-сахара	/category/ru:%D1%85%D0%BB%D0%B5%D0%B1%D1%86%D1%8B-%D1%85%D1%80%D1%83%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5-%D1%81%D0%BB%D0%B0%D0%B4%D0%BA%D0%B8%D0%B5-%D0%B1%D0%B5%D0%B7-%D1%81%D0%B0%D1%85%D0%B0%D1%80%D0%B0	
	ru:манная-крупа	/category/ru:%D0%BC%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F-%D0%BA%D1%80%D1%83%D0%BF%D0%B0	
	fr:eau-de-source-de-montagne	/category/fr:eau-de-source-de-montagne	
	ro:mini-prajituri-cu-crema	/category/ro:mini-prajituri-cu-crema	
	fr:Beaune	/category/fr:beaune	
fr:Beaune	fr:Beaune A l'Écu	/category/fr:beaune-a-l-ecu	
fr:Beaune	fr:Beaune Aux Coucherias	/category/fr:beaune-aux-coucherias	
fr:Beaune	fr:Beaune Aux Cras	/category/fr:beaune-aux-cras	
fr:Beaune	fr:Beaune Belissand	/category/fr:beaune-belissand	
fr:Beaune	fr:Beaune Blanches Fleurs	/category/fr:beaune-blanches-fleurs	
fr:Beaune	fr:Beaune Champs Pimont	/category/fr:beaune-champs-pimont	
fr:Beaune	fr:Beaune Clos de l'Écu	/category/fr:beaune-clos-de-l-ecu	
fr:Beaune	fr:Beaune Clos de la Féguine	/category/fr:beaune-clos-de-la-feguine	
fr:Beaune	fr:Beaune Clos de la Mousse	/category/fr:beaune-clos-de-la-mousse	
fr:Beaune	fr:Beaune Clos des Avaux	/category/fr:beaune-clos-des-avaux	
fr:Beaune	fr:Beaune Clos des Ursules	/category/fr:beaune-clos-des-ursules	
fr:Beaune	fr:Beaune Clos du Roi	/category/fr:beaune-clos-du-roi	
fr:Beaune	fr:Beaune Clos Saint-Landry	/category/fr:beaune-clos-saint-landry	
fr:Beaune	fr:Beaune En Genêt	/category/fr:beaune-en-genet	
fr:Beaune	fr:Beaune En l'Orme	/category/fr:beaune-en-l-orme	
fr:Beaune	fr:Beaune La Mignotte	/category/fr:beaune-la-mignotte	
fr:Beaune	fr:Beaune Le Bas des Teurons	/category/fr:beaune-le-bas-des-teurons	
fr:Beaune	fr:Beaune Le Clos des Mouches	/category/fr:beaune-le-clos-des-mouches	
fr:Beaune	fr:Beaune Les Aigrots	/category/fr:beaune-les-aigrots	
fr:Beaune	fr:Beaune Les Avaux	/category/fr:beaune-les-avaux	
fr:Beaune	fr:Beaune Les Boucherottes	/category/fr:beaune-les-boucherottes	
fr:Beaune	fr:Beaune Les Bressandes	/category/fr:beaune-les-bressandes	
fr:Beaune	fr:Beaune Les Cent Vignes	/category/fr:beaune-les-cent-vignes	
fr:Beaune	fr:Beaune Les Chouacheux	/category/fr:beaune-les-chouacheux	
fr:Beaune	fr:Beaune Les Épenotes	/category/fr:beaune-les-epenotes	
fr:Beaune	fr:Beaune Les Fèves	/category/fr:beaune-les-feves	
fr:Beaune	fr:Beaune Les Grèves	/category/fr:beaune-les-greves	
fr:Beaune	fr:Beaune Les Marconnets	/category/fr:beaune-les-marconnets	
fr:Beaune	fr:Beaune Les Montrevenots	/category/fr:beaune-les-montrevenots	
fr:Beaune	fr:Beaune Les Perrières	/category/fr:beaune-les-perrieres	
fr:Beaune	fr:Beaune Les Reversées	/category/fr:beaune-les-reversees	
fr:Beaune	fr:Beaune Les Sceaux	/category/fr:beaune-les-sceaux	
fr:Beaune	fr:Beaune Les Seurey	/category/fr:beaune-les-seurey	
fr:Beaune	fr:Beaune Les Sizies	/category/fr:beaune-les-sizies	
fr:Beaune	fr:Beaune Les Teurons	/category/fr:beaune-les-teurons	
fr:Beaune	fr:Beaune Les Toussaints	/category/fr:beaune-les-toussaints	
fr:Beaune	fr:Beaune Les Tuvilains	/category/fr:beaune-les-tuvilains	
fr:Beaune	fr:Beaune Les Vignes Franches	/category/fr:beaune-les-vignes-franches	
fr:Beaune	fr:Beaune Montée Rouge	/category/fr:beaune-montee-rouge	
fr:Beaune	fr:Beaune Pertuisots	/category/fr:beaune-pertuisots	
fr:Beaune	fr:Beaune premier cru	/category/fr:beaune-premier-cru	
fr:Beaune	fr:Beaune Sur les Grèves	/category/fr:beaune-sur-les-greves	
fr:Beaune	fr:Beaune Sur les Grèves-Clos Sainte-Anne	/category/fr:beaune-sur-les-greves-clos-sainte-anne	
	fr:cookies-aux-noix-de-pecan	/category/fr:cookies-aux-noix-de-pecan	
	fr:pain-suedois	/category/fr:pain-suedois	
	ru:торты-бисквитные	/category/ru:%D1%82%D0%BE%D1%80%D1%82%D1%8B-%D0%B1%D0%B8%D1%81%D0%BA%D0%B2%D0%B8%D1%82%D0%BD%D1%8B%D0%B5	
	ru:хлопья-овсяные-геркулес	/category/ru:%D1%85%D0%BB%D0%BE%D0%BF%D1%8C%D1%8F-%D0%BE%D0%B2%D1%81%D1%8F%D0%BD%D1%8B%D0%B5-%D0%B3%D0%B5%D1%80%D0%BA%D1%83%D0%BB%D0%B5%D1%81	
	plum-puddings	/category/plum-puddings	
	ru:козинак-арахисовый-восточные-сладости-типа-карамели	/category/ru:%D0%BA%D0%BE%D0%B7%D0%B8%D0%BD%D0%B0%D0%BA-%D0%B0%D1%80%D0%B0%D1%85%D0%B8%D1%81%D0%BE%D0%B2%D1%8B%D0%B9-%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B5-%D1%81%D0%BB%D0%B0%D0%B4%D0%BE%D1%81%D1%82%D0%B8-%D1%82%D0%B8%D0%BF%D0%B0-%D0%BA%D0%B0%D1%80%D0%B0%D0%BC%D0%B5%D0%BB%D0%B8	
	es:yogures-de-soja-con-frambuesa	/category/es:yogures-de-soja-con-frambuesa	
	fr:miels-d-acacia-et-gelee-royale	/category/fr:miels-d-acacia-et-gelee-royale	
	ro:parizer	/category/ro:parizer	
	fr:yaourts-a-boire-gout-mangue	/category/fr:yaourts-a-boire-gout-mangue	
	ru:напиток-сывороточный	/category/ru:%D0%BD%D0%B0%D0%BF%D0%B8%D1%82%D0%BE%D0%BA-%D1%81%D1%8B%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9	
	ru:напиток-сывороточный-пастеризованный	/category/ru:%D0%BD%D0%B0%D0%BF%D0%B8%D1%82%D0%BE%D0%BA-%D1%81%D1%8B%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%BF%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9	
	fr:choux	/category/fr:choux	
	fr:gateaux-japonais	/category/fr:gateaux-japonais	
	Dried arame seaweed	/category/dried-arame-seaweed	
	fr:poitrine-fumee	/category/fr:poitrine-fumee	
	ro:bomboane-ciocolata	/category/ro:bomboane-ciocolata	
	ka:powder	/category/ka:powder	
	fr:spaghettis-sans-gluten	/category/fr:spaghettis-sans-gluten	
	flapjacks	/category/flapjacks	
	ru:творог-мягкий-обезжиренный	/category/ru:%D1%82%D0%B2%D0%BE%D1%80%D0%BE%D0%B3-%D0%BC%D1%8F%D0%B3%D0%BA%D0%B8%D0%B9-%D0%BE%D0%B1%D0%B5%D0%B7%D0%B6%D0%B8%D1%80%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9	
	bakewells	/category/bakewells	
	fr:colins-d-alaska-sauce-beurre-citron	/category/fr:colins-d-alaska-sauce-beurre-citron	
	milkshake	/category/milkshake	
	Prawn cocktail crisps	/category/prawn-cocktail-crisps	
	fresh-bread	/category/fresh-bread	
	fr:rum-flavored-beer	/category/fr:rum-flavored-beer	
	peeled-plum-tomatoes	/category/peeled-plum-tomatoes	
	Khorasan wheat milks	/category/khorasan-wheat-milks	
	fr:feuilletes-au-fromage	/category/fr:feuilletes-au-fromage	
	fr:esquimaux	/category/fr:esquimaux	
	still-water	/category/still-water	
	still-spring-water	/category/still-spring-water	
	fr:maquereaux-au-vin-blanc	/category/fr:maquereaux-au-vin-blanc	
	sandwich-spread	/category/sandwich-spread	
	de:mango-chutney	/category/de:mango-chutney	
	fr:sirops-de-fleurs-de-sureau	/category/fr:sirops-de-fleurs-de-sureau	
	cranberry-drink	/category/cranberry-drink	
	blackcurrant-juices	/category/blackcurrant-juices	
	indian-tonic-water	/category/indian-tonic-water	
	fr:pastilles-avec-edulcorants	/category/fr:pastilles-avec-edulcorants	
	australian-red-wine	/category/australian-red-wine	
	fr:orge-perlee	/category/fr:orge-perlee	
	gammon	/category/gammon	
	smoked-ham	/category/smoked-ham	
	fr:yaourts-brasses-framboise	/category/fr:yaourts-brasses-framboise	
	ribeye-steak	/category/ribeye-steak	
	ru:рис-круглозёрный	/category/ru:%D1%80%D0%B8%D1%81-%D0%BA%D1%80%D1%83%D0%B3%D0%BB%D0%BE%D0%B7%D1%91%D1%80%D0%BD%D1%8B%D0%B9	
	Strawberry juice	/category/strawberry-juice	Q1068602
	chilean-white-wine	/category/chilean-white-wine	
	fr:roses	/category/fr:roses	
	instant-porridge	/category/instant-porridge	
	fr:plats-a-base-de-thon	/category/fr:plats-a-base-de-thon	
	ro:paste	/category/ro:paste	
	vleeswaren	/category/vleeswaren	
	fr:biscuits-aperitifs-sales	/category/fr:biscuits-aperitifs-sales	
	fr:brioches-a-la-creme	/category/fr:brioches-a-la-creme	
	fr:creme-culinaire	/category/fr:creme-culinaire	
	fr:yaourts-0	/category/fr:yaourts-0	
	fr:soupes-bio	/category/fr:soupes-bio	
	fr:melange-aromatique	/category/fr:melange-aromatique	
	fr:charcuterie-en-tranches	/category/fr:charcuterie-en-tranches	
	fr:petit-pois	/category/fr:petit-pois	
	fr:pois-gourmands	/category/fr:pois-gourmands	
	fr:moutardes-d-orleans	/category/fr:moutardes-d-orleans	
	fr:super-food	/category/fr:super-food	
	fr:pates-au-ble-complet	/category/fr:pates-au-ble-complet	
	manuka-honey	/category/manuka-honey	
	fr:bieres-epicees	/category/fr:bieres-epicees	
	fr:dattes-seches	/category/fr:dattes-seches	
	fr:chocolats-noirs-aux-noix-de-madacamia	/category/fr:chocolats-noirs-aux-noix-de-madacamia	
	fr:bieres-portugaises	/category/fr:bieres-portugaises	
	fr:biscuits-aux-graines	/category/fr:biscuits-aux-graines	
	de:kimchi	/category/de:kimchi	
	it:mousse-yogurt	/category/it:mousse-yogurt	
	crema-batida	/category/crema-batida	
	es:salados	/category/es:salados	
	integral-rice	/category/integral-rice	
	fr:kebab-vegetarien	/category/fr:kebab-vegetarien	
	fr:kebab-vegan	/category/fr:kebab-vegan	
	dry-vegrables	/category/dry-vegrables	
	fr:vapo	/category/fr:vapo	
	shampoo	/category/shampoo	
	fr:demaquillant	/category/fr:demaquillant	
	fr:vin-bio	/category/fr:vin-bio	
	pl:napoj-bezalkoholowy	/category/pl:napoj-bezalkoholowy	
	de:halbrahm	/category/de:halbrahm	
	fr:boisson-enfant-cocktail-de-fruit	/category/fr:boisson-enfant-cocktail-de-fruit	
	eau-de-toilette	/category/eau-de-toilette	
	fr:croquettes-chien	/category/fr:croquettes-chien	
	es:rebozuelo-deshidratado	/category/es:rebozuelo-deshidratado	
	es:niscalo-deshidratado	/category/es:niscalo-deshidratado	
	es:lasanas-de-verduras	/category/es:lasanas-de-verduras	
	es:ragus	/category/es:ragus	
	fr:nuggets-de-ble	/category/fr:nuggets-de-ble	
	fr:margarine-a-l-huile-de-palme	/category/fr:margarine-a-l-huile-de-palme	
	fr:croissant-industriel	/category/fr:croissant-industriel	
	it:biscotti-secchi	/category/it:biscotti-secchi	
	es:flautas	/category/es:flautas	
	sweet-chilli	/category/sweet-chilli	
	fr:specialite-laitiere-aux-fruits-au-bifidobacterium	/category/fr:specialite-laitiere-aux-fruits-au-bifidobacterium	
	fr:pate-a-tartier	/category/fr:pate-a-tartier	
	es:productos-de-aceitunas	/category/es:productos-de-aceitunas	
	de:trauben	/category/de:trauben	
	fr:extra-fins	/category/fr:extra-fins	
	it:noberasco	/category/it:noberasco	
	it:cereali-colazione	/category/it:cereali-colazione	
	fr:selection	/category/fr:selection	
	de:krauterquark	/category/de:krauterquark	
	pl:dania-gotowe	/category/pl:dania-gotowe	
	de:fsc-mix	/category/de:fsc-mix	
	de:de-oko-001	/category/de:de-oko-001	
	fr:sandwichs-rosette-cornichons	/category/fr:sandwichs-rosette-cornichons	
	fr:flan-caramel	/category/fr:flan-caramel	
	pl:produkty-zbożowe	/category/pl:produkty-zbo%C5%BCowe	
	pl:sery	/category/pl:sery	
	fr:sac	/category/fr:sac	
	fr:de-luxe-macaronis	/category/fr:de-luxe-macaronis	
	freezed	/category/freezed	
	congele	/category/congele	
	ar:congele	/category/ar:congele	
	fr:soins	/category/fr:soins	
	fr:masque-soins-cheveux	/category/fr:masque-soins-cheveux	
	es:masa-empanadillas	/category/es:masa-empanadillas	
	fa:40-ghorji	/category/fa:40-ghorji	
	de:krauter-gemusemischung	/category/de:krauter-gemusemischung	
	fr:red-fruits	/category/fr:red-fruits	
	de:linonade	/category/de:linonade	
	es:salmon-ahumado	/category/es:salmon-ahumado	
	es:berberechos	/category/es:berberechos	
	es:albondigas-precocinadas	/category/es:albondigas-precocinadas	
	fr:matiere-grasse-0-1-glucide-19-8-proteine-10g	/category/fr:matiere-grasse-0-1-glucide-19-8-proteine-10g	
	es:base-hojaldre	/category/es:base-hojaldre	
	fr:tresse	/category/fr:tresse	
	fr:earl-grey	/category/fr:earl-grey	
	de:caffee	/category/de:caffee	
	fr:brushetta	/category/fr:brushetta	
	fr:mars	/category/fr:mars	
	fr:pate-feuilletee-levee	/category/fr:pate-feuilletee-levee	
	fr:pain-escargot	/category/fr:pain-escargot	
	de:matcha	/category/de:matcha	
	es:lonchas-de-pavo	/category/es:lonchas-de-pavo	
	Wine without geographic indication	/category/wine-without-geographic-indication	
	fr:legumes-conserves	/category/fr:legumes-conserves	
	es:salasas	/category/es:salasas	
	fr:cremes-crues	/category/fr:cremes-crues	
	it:fiocchi	/category/it:fiocchi	
	de:keks-mit-milchschokolade	/category/de:keks-mit-milchschokolade	
	de:grutze	/category/de:grutze	
	fr:circulation-memoire	/category/fr:circulation-memoire	
	de:snacks-suss	/category/de:snacks-suss	
	fr:confitture-de-fraise	/category/fr:confitture-de-fraise	
	es:extra	/category/es:extra	
	ro:sunca-pui	/category/ro:sunca-pui	
	de:sherry	/category/de:sherry	
	chickpeas-crisps	/category/chickpeas-crisps	
	de:gefullter-keks	/category/de:gefullter-keks	
	de:loslicher-bohnenkaffee	/category/de:loslicher-bohnenkaffee	
	fr:croquettes	/category/fr:croquettes	
	it:biscoti	/category/it:biscoti	
	de:aperitiv	/category/de:aperitiv	
	es:nuez	/category/es:nuez	
	fr:nougat-aux-amandes	/category/fr:nougat-aux-amandes	
	es:couscous	/category/es:couscous	
	fr:produit-vaisselle-ecologique-labellisee	/category/fr:produit-vaisselle-ecologique-labellisee	
	ossau-iraty	/category/ossau-iraty	
	meat-steak	/category/meat-steak	
	es:sustitutivo	/category/es:sustitutivo	
	raw-fruit-bar	/category/raw-fruit-bar	
	sv:jordnotssmor	/category/sv:jordnotssmor	
	sv:tomatpure	/category/sv:tomatpure	
	fr:alimontation-generale	/category/fr:alimontation-generale	
	it:confettura-marmellate	/category/it:confettura-marmellate	
	it:dolci-biscotti	/category/it:dolci-biscotti	
	es:angula-de-monte-deshidratada	/category/es:angula-de-monte-deshidratada	
	it:uova-bio	/category/it:uova-bio	
	pepper-paste	/category/pepper-paste	
	Plum juices	/category/plum-juices	
Plum juices	Concentrated plum juices	/category/concentrated-plum-juices	
Plum juices	Squeezed plum juices	/category/squeezed-plum-juices	
	sv:fiskrom	/category/sv:fiskrom	
	fr:ab	/category/fr:ab	
	de:wiesener-bier	/category/de:wiesener-bier	
	es:pollo-preparado	/category/es:pollo-preparado	
	es:yogur-desnatado-edulcorado	/category/es:yogur-desnatado-edulcorado	
	fr:buche-de-chevre	/category/fr:buche-de-chevre	
	fr:bouillon-de-poulet	/category/fr:bouillon-de-poulet	
	organic-apples	/category/organic-apples	
	es:cremas-de-queso	/category/es:cremas-de-queso	
	uk:йогурти	/category/uk:%D0%B9%D0%BE%D0%B3%D1%83%D1%80%D1%82%D0%B8	
	sv:makaroner	/category/sv:makaroner	
	de:aperogeback	/category/de:aperogeback	
	it:yogurt-intero-mela-e-banana	/category/it:yogurt-intero-mela-e-banana	
	sv:tonfisk-i-olja	/category/sv:tonfisk-i-olja	
	es:pate-de-cerdo	/category/es:pate-de-cerdo	
	es:pseudocereal	/category/es:pseudocereal	
	fr:vitamines-c-1gr	/category/fr:vitamines-c-1gr	
	fr:probiotique	/category/fr:probiotique	
	lime-juices	/category/lime-juices	
	cucumber-juices	/category/cucumber-juices	
	nl:349	/category/nl:349	
	de:sussgetrank	/category/de:sussgetrank	
	es:pepitas-de-cacao-crudo	/category/es:pepitas-de-cacao-crudo	
	es:biologico	/category/es:biologico	
	es:salsichas	/category/es:salsichas	
	fr:bec	/category/fr:bec	
	fr:capsules	/category/fr:capsules	
	es:algarroba	/category/es:algarroba	
	es:filetes-de-caballa	/category/es:filetes-de-caballa	
	fr:porc-eleve-en-bretagne	/category/fr:porc-eleve-en-bretagne	
	fr:mauvais	/category/fr:mauvais	
	it:pomodoro-in-scatola	/category/it:pomodoro-in-scatola	
	es:chicharrones	/category/es:chicharrones	
	es:leche-pasteurizada	/category/es:leche-pasteurizada	
	de:kalorienfreie-zucker-alternative	/category/de:kalorienfreie-zucker-alternative	
	de:tk	/category/de:tk	
	fr:parfum-ambiance	/category/fr:parfum-ambiance	
	fr:Miels de pin de méditerrannée	/category/fr:miels-de-pin-de-mediterrannee	
	fr:integrateur-alimentaire	/category/fr:integrateur-alimentaire	
	de:getrank-alkoholfrei	/category/de:getrank-alkoholfrei	
	es:bacalao	/category/es:bacalao	
	it:pure	/category/it:pure	
	fruit-and-milk-cookies	/category/fruit-and-milk-cookies	
	fr:carre-de-chocolat	/category/fr:carre-de-chocolat	
	fr:cookies-sales-bacon-oignon	/category/fr:cookies-sales-bacon-oignon	
	fr:fromage-pate-dure	/category/fr:fromage-pate-dure	
	fr:chocolats-blancs-aux-pistaches	/category/fr:chocolats-blancs-aux-pistaches	
	fr:vermicelles-chinois	/category/fr:vermicelles-chinois	
	170-calories-250-ml	/category/170-calories-250-ml	
	fr:fruits-en-conserve-dans-l-eau	/category/fr:fruits-en-conserve-dans-l-eau	
	de:cambert	/category/de:cambert	
	de:beilage-snacks	/category/de:beilage-snacks	
	de:fruchtquark	/category/de:fruchtquark	
	it:condimemto	/category/it:condimemto	
	fr:sirot-toux	/category/fr:sirot-toux	
	fr:hache-prepare	/category/fr:hache-prepare	
	fr:chocolat-noir-superieur	/category/fr:chocolat-noir-superieur	
	fr:chocolat-noir-bio	/category/fr:chocolat-noir-bio	
	el:χυμοί	/category/el:%CF%87%CF%85%CE%BC%CE%BF%CE%AF	
	Lettische vodkas	/category/lettische-vodkas	
	fr:mayonaise-allegee	/category/fr:mayonaise-allegee	
	fr:savon-liquide-bio	/category/fr:savon-liquide-bio	
	fr:blibli	/category/fr:blibli	
	fr:coquelet	/category/fr:coquelet	
	fr:poularde	/category/fr:poularde	
	fr:canette	/category/fr:canette	
	fr:brochettes-de-canard	/category/fr:brochettes-de-canard	
	fr:andouillettes-de-volaille	/category/fr:andouillettes-de-volaille	
	pt:bolos	/category/pt:bolos	
	fr:lait-nourrissons	/category/fr:lait-nourrissons	
	es:espumas-dulces-sabor-vainilla	/category/es:espumas-dulces-sabor-vainilla	
	fr:enna	/category/fr:enna	
	fr:haleine-pure	/category/fr:haleine-pure	
	de:braten	/category/de:braten	
	de:brombeeren	/category/de:brombeeren	
	fr:turron-cafe-irlandes-con-chocolate	/category/fr:turron-cafe-irlandes-con-chocolate	
	de:osterreichischer-hartkase	/category/de:osterreichischer-hartkase	
	fr:creme-mains	/category/fr:creme-mains	
	nl:olie	/category/nl:olie	
	fr:pastilles-gomme	/category/fr:pastilles-gomme	
	fr:vaisselle-et-mains	/category/fr:vaisselle-et-mains	
	ro:magiun	/category/ro:magiun	
	fr:chips-a-l-origan	/category/fr:chips-a-l-origan	
	tr:tutun-melumati	/category/tr:tutun-melumati	
	yellowfin-tuna-wild-caught	/category/yellowfin-tuna-wild-caught	
	de:joghurt-mit-fruchtzubereitung	/category/de:joghurt-mit-fruchtzubereitung	
	fr:bio-u	/category/fr:bio-u	
	fr:sans-colorant	/category/fr:sans-colorant	
	fr:boisson-en-poudre	/category/fr:boisson-en-poudre	
	pt:lacticinios	/category/pt:lacticinios	
	fr:procede-mecanique	/category/fr:procede-mecanique	
	fr:poisson-de-mer	/category/fr:poisson-de-mer	
	es:cocina	/category/es:cocina	
	es:aceite-de-olivo	/category/es:aceite-de-olivo	
	es:pet	/category/es:pet	
	sv:skivat-bacon	/category/sv:skivat-bacon	
	fr:aiguillette-de-canard-surgelee	/category/fr:aiguillette-de-canard-surgelee	
	fr:poire-domfront	/category/fr:poire-domfront	
	fr:boissons-a-la-poire	/category/fr:boissons-a-la-poire	
	fr:boissons-vegetales-fermentees	/category/fr:boissons-vegetales-fermentees	
	pt:liquido	/category/pt:liquido	
	sv:smorgasmargarin	/category/sv:smorgasmargarin	
	sv:matfettsblandning	/category/sv:matfettsblandning	
	sv:bordsmargarin	/category/sv:bordsmargarin	
	fr:navelina	/category/fr:navelina	
	fr:entrecote-boeuf	/category/fr:entrecote-boeuf	
	it:it-ortaggi	/category/it:it-ortaggi	
	it:ceci	/category/it:ceci	
	pt:leite-liquido	/category/pt:leite-liquido	
	fr:dry-hopping	/category/fr:dry-hopping	
	fr:vin-blanc-bio	/category/fr:vin-blanc-bio	
	nl:bio	/category/nl:bio	
	whey-protein-isolate	/category/whey-protein-isolate	
	fr:vapeur	/category/fr:vapeur	
	ar:اكل	/category/ar:%D8%A7%D9%83%D9%84	
	creamy	/category/creamy	
	es:bebidas-de-guisantes	/category/es:bebidas-de-guisantes	
	ham-and-cheese-tortellini	/category/ham-and-cheese-tortellini	
	fr:chair-ferme	/category/fr:chair-ferme	
	fr:boisson-chocolate	/category/fr:boisson-chocolate	
	pt:bala	/category/pt:bala	
	nutrition-facts	/category/nutrition-facts	
	fr:creme-corps	/category/fr:creme-corps	
	test	/category/test	
	fr:oeufs-en-chocolat-blanc	/category/fr:oeufs-en-chocolat-blanc	
	de:aufbackbrotchen	/category/de:aufbackbrotchen	
	fast-food	/category/fast-food	
	bread-roll	/category/bread-roll	
	de:sossen-pesto	/category/de:sossen-pesto	
	de:feinkostsalat	/category/de:feinkostsalat	
	fr:miels-de-murier	/category/fr:miels-de-murier	
	fresh-soup	/category/fresh-soup	
	hu:juhsajt	/category/hu:juhsajt	
	fr:agenda	/category/fr:agenda	
	de:kurbisse	/category/de:kurbisse	
	fr:miels-de-houx	/category/fr:miels-de-houx	
	de:frische-kase	/category/de:frische-kase	
	ru:кофе-3-в-1	/category/ru:%D0%BA%D0%BE%D1%84%D0%B5-3-%D0%B2-1	
	fr:life-scents	/category/fr:life-scents	
	de:lakritze	/category/de:lakritze	
	de:backzutat	/category/de:backzutat	
	de:trockenmischung	/category/de:trockenmischung	
	sery	/category/sery	
	de:taco-mix	/category/de:taco-mix	
	fr:soupe-regime	/category/fr:soupe-regime	
	fr:creme-de-fromage-fondu-au-lait-de-vache	/category/fr:creme-de-fromage-fondu-au-lait-de-vache	
	de:ofenkase	/category/de:ofenkase	
	de:husten-bonbons-ohne-zucker	/category/de:husten-bonbons-ohne-zucker	
	fr:escargots-a-la-bourguignonne	/category/fr:escargots-a-la-bourguignonne	
	fr:hachis	/category/fr:hachis	
	fr:calibre-35-40-mm	/category/fr:calibre-35-40-mm	
	fr:biscuits-au-miel-et-au-sesame	/category/fr:biscuits-au-miel-et-au-sesame	
	fr:sirop-de-chocolat	/category/fr:sirop-de-chocolat	
	it:riso-da-insalata	/category/it:riso-da-insalata	
	de:vegan-und-bio	/category/de:vegan-und-bio	
	ru:варенье	/category/ru:%D0%B2%D0%B0%D1%80%D0%B5%D0%BD%D1%8C%D0%B5	
	ro:iaurt-natural	/category/ro:iaurt-natural	
	es:natillas	/category/es:natillas	
	fr:coquille-macedoine	/category/fr:coquille-macedoine	
	fr:dauphinois	/category/fr:dauphinois	
	fr:farz-blanc	/category/fr:farz-blanc	
	es:quinoa-con-verduras	/category/es:quinoa-con-verduras	
	es:aceitunas-en-conserva	/category/es:aceitunas-en-conserva	
	de:lebensmittel-schnittkase	/category/de:lebensmittel-schnittkase	
	fr:miel-d-italie	/category/fr:miel-d-italie	
	fr:the-royal	/category/fr:the-royal	
	es:oferta	/category/es:oferta	
	fr:pralines-chocolat	/category/fr:pralines-chocolat	
	de:selleriesalat	/category/de:selleriesalat	
	de:syrup-for-coffee	/category/de:syrup-for-coffee	
	chocolate-paste	/category/chocolate-paste	
	chocolate-cream	/category/chocolate-cream	
	fr:saladde-composee	/category/fr:saladde-composee	
	de:warme-getranke	/category/de:warme-getranke	
	fr:pommes-de-terre-sechees	/category/fr:pommes-de-terre-sechees	
	fr:texture-mixee	/category/fr:texture-mixee	
	de:aromatisiertes-wasser	/category/de:aromatisiertes-wasser	
	de:schinkenwurst	/category/de:schinkenwurst	
	sausage-breakfast-patties	/category/sausage-breakfast-patties	
	de:jogurth	/category/de:jogurth	
	de:tafeltrauben	/category/de:tafeltrauben	
	de:rahmjoghurt	/category/de:rahmjoghurt	
	de:marzipankartoffeln	/category/de:marzipankartoffeln	
	ro:branză-proaspătă	/category/ro:branz%C4%83-proasp%C4%83t%C4%83	
	de:instant	/category/de:instant	
	fr:produit-menager	/category/fr:produit-menager	
	de:milch-laktosefrei	/category/de:milch-laktosefrei	
	fr:confitures-de-potirons	/category/fr:confitures-de-potirons	
	fr:nettoyant-pour-plaques	/category/fr:nettoyant-pour-plaques	
	Wines from Czech Republic	/category/wines-from-czech-republic	
Wines from Czech Republic	cz:Morava Mikulovská	/category/cz:morava-mikulovska	
Wines from Czech Republic	cz:Morava Slovácká	/category/cz:morava-slovacka	
Wines from Czech Republic	cz:Morava Velkopavlovická	/category/cz:morava-velkopavlovicka	
Wines from Czech Republic	cz:Morava Znojemská	/category/cz:morava-znojemska	
Wines from Czech Republic	cz:Moravské	/category/cz:moravske	
Wines from Czech Republic	cz:Čechy Litoměřická	/category/cz:%C4%8Dechy-litom%C4%9B%C5%99icka	
Wines from Czech Republic	cz:Čechy Mělnická	/category/cz:%C4%8Dechy-m%C4%9Blnicka	
Wines from Czech Republic	cz:České	/category/cz:%C4%8Deske	
	de:susses-geback	/category/de:susses-geback	
	seasoning-oil	/category/seasoning-oil	
	hr:krem-za-puding	/category/hr:krem-za-puding	
